;link;cím;jelenlegi rovat;új elsődleges rovat;új másodlagos rovatok vesszővel elválasztva;kategóriák vesszővel elválasztva;
349;https://www.alapjarat.hu/media/videok/hegyi-drift-hoonigan-modra/;Hegyi drift Hoonigan módra!;Videók;Média;Aktuális;Aktuális,Videók;
350;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-ferrari-elvesztette-a-testarossat/;A Ferrari elvesztette a Testarossát;Nagyvilág;Aktuális;;Aktuális;
351;https://www.alapjarat.hu/tech/a-8-legnagyobb-peldanyszamban-eladott-auto/;A 8 legnagyobb példányszámban eladott autó;Tech;El Mondó;;Top;
352;https://www.alapjarat.hu/kozossegi/juliusi-statisztikak-rekordokat-dontott-latogatottsagunk/;Júliusi statisztikák: Rekordokat döntött látogatottságunk!;Közösségi;Aktuális;;Aktuális;
353;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/sirni-fogsz-megszunik-a-nepszeru-audi-gyartasa/;Sírni fogsz: Megszűnik a népszerű Audi gyártása!;Nagyvilág;Aktuális;;Aktuális;
354;https://www.alapjarat.hu/teszt/s-az-abc-legtokeletesebb-betuje-mercedes-s500-coupe-teszt/;S, az ABC legtökéletesebb betűje: Mercedes S500 Coupé - TESZT + VIDEÓ!;Teszt;Autóteszt;;Új autók tesztje;
355;https://www.alapjarat.hu/hasznos-infok/autos-allashirdetesek-2017-augusztus/;Autós álláshirdetések - 2017. augusztus;Hasznos infók;Aktuális;;Aktuális;
356;https://www.alapjarat.hu/tech/orulet-a-2jz-es-a-niva-esete/;Őrület, a 2JZ és a Niva esete;Tech;Aktuális;;Aktuális;
357;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/1320-millio-forint-egyetlen-keteves-ferrariert/;1320 MILLIÓ forint egyetlen kétéves Ferrariért!;Nagyvilág;El Mondó;;Top;
358;https://www.alapjarat.hu/tech/nem-tudsz-neki-ellenallni-alfaholics-gta-r-290/;Nem tudsz neki ellenállni: Alfaholics GTA-R 290;Tech;Aktuális;;Aktuális;
359;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ket-kereken-az-elmult-hetvege-elmenybeszamolo/;Két keréken az elmúlt hétvége - élménybeszámoló;Verseny;Rajtrács;;Sporthírek;
360;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/kukkants-be-az-i-pace-belsejebe-kemfotok/;Kukkants be az I-Pace belsejébe! - Kémfotók;Bulvár;Aktuális;;Aktuális;
361;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ausztraliaban-megtalaltak-az-ellenszert-a-boyracerekre/;Ausztráliában megtalálták az ellenszert a boyracerekre;Nagyvilág;Aktuális;;Aktuális;
362;https://www.alapjarat.hu/tech/mitol-olyan-jo-a-nissan-skyline-gt-r/;Mitől olyan jó a Nissan Skyline GT-R?;Tech;Tech;;Tech;
363;https://www.alapjarat.hu/hasznos-infok/autobuszt-berelnel-itt-a-megoldas/;Autóbuszt bérelnél? Itt a megoldás!;Hasznos infók;Aktuális;;Aktuális;
364;https://www.alapjarat.hu/kozossegi/alapjaratos-bogret-sorsoltunk-hirlevel-feliratkozoink-kozott/;Alapjáratos bögrét sorsoltunk hírlevél feliratkozóink között!;Közösségi;Aktuális;;Aktuális;
365;https://www.alapjarat.hu/tech/a-honda-uj-hibrid-hajtaslancot-fejleszt/;A Honda új hibrid hajtásláncot fejleszt;Tech;Tech;;Tech;
366;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/10-dolog-amit-tudnod-kell-az-uj-jaguar-xe-sv-project-8-rol/;10 dolog, amit tudnod kell az új Jaguar XE SV Project 8-ról;Nagyvilág;Aktuális;;Aktuális;
367;https://www.alapjarat.hu/media/kepek/stance-texasbol-galeria/;Stance Texasból - Galéria;Képek;Média;Aktuális;Aktuális,Képek;
368;https://www.alapjarat.hu/verseny/hetvegi-versenyajanlo-08-12-08-13/;Hétvégi versenyajánló 08.12. - 08.13.;Verseny;Rajtrács;;Sporthírek;
369;https://www.alapjarat.hu/tech/2019-ben-erkezik-az-uj-tesla/;2019-ben érkezik az új Tesla;Tech;Aktuális;;Aktuális;
370;https://www.alapjarat.hu/hasznos-infok/elstartolt-a-16-nemzetkozi-amerikai-auto-fesztival/;Elstartolt a 16. Nemzetközi Amerikai Autó Fesztivál;Hasznos infók;Közös csapatás;;Közös csapatás;
371;https://www.alapjarat.hu/media/kepek/jatek-nevezd-meg-melyik-gyarto-szolgaltatta-a-motort-10-gepjarmube/;Játék! Nevezd meg, melyik gyártó szolgáltatta a motort 10 gépjárműbe!;Képek;Média;Aktuális;Aktuális,Képek;
372;https://www.alapjarat.hu/hasznos-infok/fektelenul-elmerulve-az-amerikai-eleterzesben/;Féktelenül, elmerülve az amerikai életérzésben;Hasznos infók;Aktuális;;Aktuális;
373;https://www.alapjarat.hu/tech/a-mercedes-amg-nek-arculatot-kell-valtania/;A Mercedes-AMG-nek arculatot kell váltania;Tech;Aktuális;;Aktuális;
374;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-toyota-is-keszul-a-2020-as-tokioi-olimpiara/;A Toyota is készül a 2020-as Tokiói Olimpiára;Nagyvilág;Aktuális;;Aktuális;
375;https://www.alapjarat.hu/media/kepek/lezajlott-az-16-nemzetkozi-amerikai-auto-fesztival/;Lezajlott az 16. Nemzetközi Amerikai Autó Fesztivál - FOTÓK!;Képek;Közös csapatás;Média;Közös csapatás,Képek;
376;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kalapacs-ala-kerul-egy-ferrari-f40/;Kalapács alá kerül egy Ferrari F40;Nagyvilág;Aktuális;;Aktuális;
377;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/video-az-osszkerekes-bmw-m5-rol/;VIDEÓ az összkerekes BMW M5-ről;Nagyvilág;Aktuális;;Aktuális;
378;https://www.alapjarat.hu/verseny/csucsu-rx/;Csucsu RX;Verseny;Rajtrács;;Sporthírek;
379;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/napjaink-10-leggyorsabb-kombija/;Napjaink 10 leggyorsabb kombija;Nagyvilág;El Mondó;;Top;
380;https://www.alapjarat.hu/kozossegi/ujabb-bogre-nyertest-sorsoltunk-ezuttal-az-audi-a5-teszt-kapcsan/;Újabb bögre-nyertest sorsoltunk, ezúttal az Audi A5 teszt kapcsán!;Közösségi;Aktuális;;Aktuális;
381;https://www.alapjarat.hu/teszt/vidam-villanyos-nissan-leaf-teszt/;Vidám villanyos: Nissan Leaf - Teszt;Teszt;Autóteszt;;Használt autók tesztje;
382;https://www.alapjarat.hu/hasznos-infok/interju-toth-krisztian-mark-sportujsagiroval/;Interjú Tóth Krisztián Márk sportújságíróval;Verseny;Rajtrács;;Sporthírek;
383;https://www.alapjarat.hu/media/kepek/jatek-ismerd-fel-a-10-suv-ot-hutoracsuk-alapjan/;Játék! Ismerd fel a 10 SUV-ot hűtőrácsuk alapján!;Képek;Média;Aktuális;Aktuális,Képek;
384;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/megerkezett-az-elso-bugatti-chiron-az-usa-ba/;Megérkezett az első Bugatti Chiron az USA-ba;Nagyvilág;Aktuális;;Aktuális;
385;https://www.alapjarat.hu/tech/bemutatkozott-az-uj-bmw-m5/;Bemutatkozott az új BMW M5;Tech;Aktuális;;Aktuális;
386;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/lancfuresszel-faragott-harleyt-adtak-at-alsoorson/;Láncfűrésszel faragott Harleyt adtak át Alsóörsön;Nagyvilág;Aktuális;;Aktuális;
387;https://www.alapjarat.hu/kozossegi/bogret-sorsoltunk-youtube-feliratkozoink-kozott/;Bögrét sorsoltunk Youtube feliratkozóink között!;Közösségi;Aktuális;;Aktuális;
388;https://www.alapjarat.hu/tech/a-8-legkisebb-motorral-szerelt-auto/;A 8 legkisebb motorral szerelt autó;Tech;El Mondó;;Top;
389;https://www.alapjarat.hu/hasznos-infok/megelhetesi-lehetosegek-a-hazai-motorsportban/;Megélhetési lehetőségek a hazai motorsportban;Verseny;Rajtrács;;Sporthírek;
390;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ken-block-es-a-terrakhana-video/;Ken Block és a Terrakhana - VIDEÓ!;Verseny;Rajtrács;;Sporthírek;
391;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/elektromos-kupekent-szulethet-ujja-a-volkswagen-scirocco/;Elektromos kupéként születhet ujjá a Volkswagen Scirocco;Bulvár;Aktuális;;Aktuális;
392;https://www.alapjarat.hu/kozossegi/delorean-dmc-12-blogajanlo/;DeLorean DMC-12 - blogajánló;Közösségi;Aktuális;;Aktuális;
393;https://www.alapjarat.hu/tech/megjelent-a-legujabb-elektromos-lamborghini/;Megjelent a legújabb elektromos Lamborghini!;Tech;Aktuális;Tech;Aktuális,Tech;
394;https://www.alapjarat.hu/premium/szponzoralt-video-a-volvo-bemutatja-moments/;Szponzorált videó - A Volvo bemutatja: Moments;Prémium;Aktuális;;Aktuális;
395;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/uj-belepo-szintu-szuperauto-erkezik-maranellobol-fotok/;Új belépő szintű szuperautó érkezik Maranelloból! FOTÓK!;Nagyvilág;Aktuális;;Aktuális;
396;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/kemfotokon-az-uj-suzuki-jimny/;Kémfotókon az új Suzuki Jimny!;Bulvár;Aktuális;;Aktuális;
397;https://www.alapjarat.hu/verseny/teriteken-a-hetvegi-program-08-25-08-27/;Terítéken a hétvégi program 08.25. - 08.27.;Verseny;Közös csapatás;Rajtrács;Sporthírek;
398;https://www.alapjarat.hu/media/kepek/10-elkepeszto-autos-guinness-rekord/;10 elképesztő autós Guinness rekord;Képek;El Mondó;Média;Top,Képek;
399;https://www.alapjarat.hu/verseny/hetvegi-versenyek-szoros-f1-es-befuto-helycsere-a-moto-gp-osszetettben/;Hétvégi versenyek: Szoros F1-es befutó, helycsere a Moto GP összetettben;Verseny;Rajtrács;;F1,Sporthírek;
400;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/elado-a-szuperautogyilkos-nissan-maxima/;Eladó a szuperautógyilkos Nissan Maxima;Nagyvilág;Aktuális;;Aktuális;
401;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/land-rover-discovery-sport-vs-husky-szan/;Land Rover Discovery Sport vs. Husky-szán;Nagyvilág;Aktuális;;Aktuális;
402;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/arcpirito-pofatlansag-a-japan-autozas-hoskorabol/;Arcpirító pofátlanság a japán autózás hőskorából!;Nagyvilág;El Mondó;;Top;
403;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/erkezik-a-lamborghini-urus-versenytarsa-az-aston-martintol/;Érkezik a Lamborghini Urus versenytársa az Aston Martintól;Nagyvilág;Aktuális;;Aktuális;
404;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/az-elso-sorozatgyartasu-lambo-350-gt/;Az első sorozatgyártású Lambo: 350 GT;Nagyvilág;El Mondó;;Sztori;
405;https://www.alapjarat.hu/tech/melyik-a-leggyorsabb-hatchback-a-videken/;Melyik a leggyorsabb hatchback a vidéken?;Verseny;El Mondó;;Top;
406;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/szakadni-fogsz-holland-tolatoverseny/;Szakadni fogsz! Holland tolatóverseny!;Verseny;Aktuális;;Aktuális;
407;https://www.alapjarat.hu/verseny/elmenybeszamolo-a-kamion-eb-rol-es-galeria/;Élménybeszámoló a Kamion EB-ről + galéria!;Verseny;Rajtrács;;Kamion-EB;
408;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/nem-minden-hos-visel-kopenyt/;Nem minden hős visel köpenyt;Nagyvilág;Aktuális;;Aktuális;
409;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/az-rwb-sztori/;Az RWB sztori;Nagyvilág;Aktuális;;Aktuális;
410;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/iranyt-valt-a-bentley/;Irányt vált a Bentley;Nagyvilág;Aktuális;;Aktuális;
411;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-varva-vart-dacia-duster/;A várva várt Dacia Duster;Nagyvilág;Aktuális;;Aktuális;
412;https://www.alapjarat.hu/verseny/interju-lukacs-kornel-autoversenyzovel/;Interjú Lukács Kornél autóversenyzővel;Verseny;Rajtrács;;Sporthírek;
413;https://www.alapjarat.hu/teszt/kompakt-11-ev-utan-bmw-120d-teszt/;Kompakt 11 év után: BMW 120d - Teszt;Teszt;Autóteszt;;Használt autók tesztje;
414;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/felfuggeszti-a-dizelek-eladasat-a-mercedes-benz/;Felfüggeszti a dízelek eladását a Mercedes-Benz;Nagyvilág;Aktuális;;Aktuális;
415;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/elektromos-shooting-brake-a-britektol/;Elektromos Shooting Brake a britektől;Nagyvilág;Aktuális;Tech;Aktuális,Tech;
416;https://www.alapjarat.hu/verseny/hetvegi-autos-programajanlo-09-09-10/;Hétvégi autós programajánló – 09.09-10.;Verseny;Közös csapatás;;Közös csapatás;
417;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/m2-m4-m5-m6-melyik-a-leggyorsabb/;M2? M4? M5? M6? Melyik a leggyorsabb?;Verseny;El Mondó;;Top;
418;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/rancfelvarrast-kapott-a-nissan-370z/;Ráncfelvarrást kapott a Nissan 370z!;Nagyvilág;Aktuális;;Aktuális;
419;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/lamborghini-huracan-terepre-4-oruletes-latvanerv/;Lamborghini Huracan terepre? 4 őrületes látványterv!;Nagyvilág;Aktuális;;Aktuális;
420;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/minden-eddiginel-durvabb-cupra-jon-a-seat-tol/;Minden eddiginél durvább Cupra jön a SEAT-tól;Bulvár;Aktuális;;Aktuális;
421;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/jon-a-skoda-kodiak-vrs/;Jön a Skoda Kodiak vRS;Bulvár;Aktuális;;Aktuális;
422;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/egy-puritan-porsche-911-is-elkepzelheto-lesz/;Egy „puritán” Porsche 911 is elképzelhető lesz!;Nagyvilág;Aktuális;;Aktuális;
423;https://www.alapjarat.hu/hasznos-infok/hamarosan-fizetos-lehet-az-elektromos-autok-toltese/;Hamarosan fizetős lehet az elektromos autók töltése;Hasznos infók;Aktuális;Tech;Aktuális,Tech;
424;https://www.alapjarat.hu/hasznos-infok/technikusi-kepzest-indit-a-thyssenkrupp/;Technikusi képzést indít a ThyssenKrupp!;Hasznos infók;Aktuális;;Aktuális;
425;https://www.alapjarat.hu/hasznos-infok/bosch-project-night-szeptember-7-en/;Bosch Project Night szeptember 7-én;Hasznos infók;Aktuális;;Aktuális;
426;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-ferrari-pilotai-es-a-giulia-quadrifoglio-esete/;A Ferrari pilótái és a Giulia Quadrifoglio esete;Nagyvilág;Rajtrács;;Sporthírek;
427;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/extrem-mini-erkezik-frankfurtba/;Extrém Mini érkezik Frankfurtba!;Nagyvilág;Aktuális;;Aktuális;
428;https://www.alapjarat.hu/kozossegi/morning-commute-vlogajanlo/;Morning Commute - vlogajánló;Közösségi;Aktuális;;Aktuális;
429;https://www.alapjarat.hu/tech/fiatalodik-az-s63-kupe-es-cabrio/;Fiatalodik az S63 kupé és cabrio - FOTÓK!;Tech;Aktuális;;Aktuális;
430;https://www.alapjarat.hu/tech/forma-1-feeling-griiip/;Forma 1 feeling: Griiip;Verseny;Rajtrács;;F1;
431;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/mclaren-720s-570s-spiderek-franciaorszagban/;McLaren 720S, 570S Spiderek Franciaországban;Nagyvilág;Aktuális;;Aktuális;
432;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/fedel-nelkul-lamborghini-aventador-s-roadster/;Fedél nélkül: Lamborghini Aventador S Roadster;Nagyvilág;Aktuális;;Aktuális;
433;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kicsi-kocsi-nagy-utazasa/;Kicsi kocsi nagy utazása;Nagyvilág;Aktuális;;Aktuális;
434;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/2020-tol-minden-uj-jaguar-es-land-rover-elektromositva-lesz/;2020-tól minden új Jaguar és Land Rover elektromosítva lesz;Bulvár;Tech;;Tech;
435;https://www.alapjarat.hu/tech/igaza-lett-a-rossz-nyelveknek-funyirot-gyart-a-honda/;Igaza lett a rossz nyelveknek: Fűnyírót gyárt a Honda;Tech;Aktuális;;Aktuális;
436;https://www.alapjarat.hu/tech/visszater-a-tvr/;Visszatér a TVR!;Tech;Tech;;Tech;
437;https://www.alapjarat.hu/kozossegi/augusztusi-statisztikak-ismet-latogatottsagi-rekordot-dontottunk/;Augusztusi statisztikák: Ismét látogatottsági rekordot döntöttünk!;Közösségi;Aktuális;;Aktuális;
438;https://www.alapjarat.hu/media/kepek/jatek-felismered-a-10-motor-tipusat-a-fotok-alapjan/;Játék – Felismered a 10 motor típusát a fotók alapján?;Képek;Média;Aktuális;Aktuális,Képek;
439;https://www.alapjarat.hu/kozossegi/interju-mosoni-peterrel/;Interjú Mosoni Péterrel;Közösségi;Aktuális;;Aktuális;
440;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kicsi-kocsi-nagy-utazasa-2/;Kicsi kocsi nagy utazása;Nagyvilág;Aktuális;;Aktuális;
441;https://www.alapjarat.hu/hasznos-infok/5-eves-a-drivingcamp/;5 éves a drivingcamp!;Hasznos infók;Aktuális;;Aktuális;
442;https://www.alapjarat.hu/verseny/60-ev-laguna-seca/;60 év – Laguna Seca;Verseny;Rajtrács;;Sporthírek;
443;https://www.alapjarat.hu/media/kepek/kepes-beszamolo-a-parkoloparaderol/;Képes beszámoló a Parkolóparádéról!;Közösségi;Közös csapatás;;Közös csapatás;
444;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/hatul-hajthat-az-uj-audi-r8/;Hátul hajthat az új Audi R8? VIDEÓ!;Bulvár;Aktuális;;Aktuális;
445;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/zsenialis-reklamot-kapott-a-golf-gti-tcr/;Zseniális reklámot kapott a Golf GTI TCR!;Verseny;Rajtrács;;WTCR;
446;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/kivancsi-vagy-milyen-autoval-jarnak-a-sztar-focistak-5-1-pelda/;Kíváncsi vagy, milyen autóval járnak a sztárfocisták? 5+1 példa!;Bulvár;Aktuális;;Aktuális;
447;https://www.alapjarat.hu/tech/frankfurtban-debutalt-a-mercedes-amg-project-one/;Frankfurtban debütált a Mercedes-AMG Project One!;Tech;Aktuális;;Aktuális;
448;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/rekord-aron-kelt-el-egy-ferrari/;Rekord áron kelt el egy Ferrari;Nagyvilág;Aktuális;;Aktuális;
449;https://www.alapjarat.hu/tech/v8-helyett-v6-itt-az-uj-audi-rs4-avant/;V8 helyett V6: itt az új Audi RS4 Avant;Tech;Aktuális;Tech;Aktuális,Tech;
450;https://www.alapjarat.hu/hasznos-infok/itt-az-uj-porsche-cayenne-turbo-es-borzaszto-gyors/;Itt az új Porsche Cayenne Turbo és borzasztó gyors;Nagyvilág;Aktuális;;Aktuális;
451;https://www.alapjarat.hu/tech/frankfurtban-valaszolt-a-bmw-a-tesla-model-3-ra/;Frankfurtban válaszolt a BMW a Tesla Model 3-ra!;Tech;Aktuális;Tech;Aktuális,Tech;
452;https://www.alapjarat.hu/tech/igazunk-lett-jon-a-hatsokerekes-r8/;Igazunk lett: Jön a hátsókerekes R8!;Tech;Tech;;Tech;
453;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/porsche-cayenne-coupe/;A Porsche egy Cayenne Coupét is alkothat;Nagyvilág;Aktuális;;Aktuális;
454;https://www.alapjarat.hu/tech/old-school-vonalakat-hoz-el-a-honda-ev-concept/;Old School vonalakat hoz el a Honda EV Concept;Tech;Tech;;Tech;
455;https://www.alapjarat.hu/tech/tovabbra-is-lenduletben-a-suzuki-swift-sport/;Továbbra is lendületben a Suzuki Swift Sport;Tech;Aktuális;;Aktuális;
456;https://www.alapjarat.hu/tech/a-ferrari-es-a-lamborghini-nem-akar-elektromos-autot/;A Ferrari és a Lamborghini nem akar elektromos autót;Tech;Aktuális;Tech;Aktuális,Tech;
457;https://www.alapjarat.hu/kozossegi/hetvegi-autos-programajanlo-09-16-17/;Hétvégi autós programajánló 09.16-17.;Közösségi;Közös csapatás;Aktuális;Közös csapatás,Aktuális;
458;https://www.alapjarat.hu/tech/kiszivargott-a-volvo-xc40-fotok/;Kiszivárgott a Volvo XC40! FOTÓK!;Tech;Aktuális;;Aktuális;
459;https://www.alapjarat.hu/verseny/elkepeszto-hetvege-volt-a-forma-1-ben/;Elképesztő hétvége volt a Forma-1-ben!;Verseny;Rajtrács;;F1;
460;https://www.alapjarat.hu/verseny/interju-horvath-laller-lajos-motorversenyzovel/;"Interjú Horváth ""Laller"" Lajos motorversenyzővel!";Verseny;Rajtrács;;Sporthírek;
461;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/5-utcai-auto-f1-szivvel/;5 utcai autó F1 szívvel;Nagyvilág;Rajtrács;;F1;
462;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2019-genesis-g70-a-nemetek-kihivoja-lehet/;2019 Genesis G70 - A németek kihívója;Nagyvilág;Aktuális;;Aktuális;
463;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/stephen-king-christine-a-fokuszban-egy-plymouth-fury/;Stephen King: Christine – a fókuszban egy Plymouth Fury;Nagyvilág;Aktuális;;Aktuális;
464;https://www.alapjarat.hu/verseny/kiss-mihaly-el-tudnam-magam-kepzelni-f2-es-versenymernokkent-interju/;Kiss Mihály – „El tudnám magam képzelni F2-es versenymérnökként!” Interjú!;Verseny;Rajtrács;;Sporthírek;
465;https://www.alapjarat.hu/frankfurti-autoszalon-2017/elkepesztoen-grandiozus-bemutatot-hozott-ossze-a-mercedes-frankfurtban/;Elképesztően grandiózus bemutatót hozott össze a Mercedes Frankfurtban! FOTÓK!;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
466;https://www.alapjarat.hu/frankfurti-autoszalon-2017/a-volkswagen-konszern-vivmanyai-frankfurti-autoszalon/;A Volkswagen konszern vívmányai - Frankfurti Autószalon;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
467;https://www.alapjarat.hu/frankfurti-autoszalon-2017/sportos-zen-a-frankfurti-autoszalonon/;Sportos Zen a Frankfurti Autószalonon;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
468;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-legek-legje-indianapolis-speedway/;A legek legje – Indianapolis Speedway;Verseny;Rajtrács;;Sporthírek;
469;https://www.alapjarat.hu/frankfurti-autoszalon-2017/bmw-vel-a-futurizmus-erdejeben/;BMW-vel a futurizmus erdejében;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
470;https://www.alapjarat.hu/frankfurti-autoszalon-2017/a-keleti-markak-es-a-ford-talalkozasa/;A keleti márkák és a Ford találkozása;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
471;https://www.alapjarat.hu/frankfurti-autoszalon-2017/2-masodperc-alatt-100-on-az-aspark-owl/;2 másodperc alatt 100-on az Aspark Owl!;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
472;https://www.alapjarat.hu/kozossegi/hetvegi-program-es-versenyajanlo-09-23-24/;Hétvégi program és versenyajánló - 09. 23.- 24.;Közösségi;Rajtrács;;Sporthírek;
473;https://www.alapjarat.hu/verseny/a-formula-2-nyomaban/;A Formula-2 nyomában...;Verseny;Rajtrács;;Sporthírek;
474;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/az-autosport-tripla-koronaja/;Az autósport tripla koronája;Verseny;Rajtrács;;Sporthírek;
475;https://www.alapjarat.hu/frankfurti-autoszalon-2017/900-loeros-kabrio-a-brabus-standon-frankfurtban/;900 lóerős kabrió a Brabus-standon Frankfurtban;Frankfurti Autószalon 2017;Aktuális;;Aktuális;
476;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/pitypangbol-gumiabroncs/;Pitypangból gumiabroncs?;Nagyvilág;Tech;;Tech;
477;https://www.alapjarat.hu/media/kepek/kvizjatek-valaszolj-10-kerdesre-az-autok-szinevel-kapcsolatban/;Kvízjáték! Válaszolj 10 kérdésre az autók színével kapcsolatban!;Képek;Média;Aktuális;Aktuális,Képek;
478;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-nemet-autogyartok-haszontalan-technologiakba-fektetik-eroforrasaikat/;A német autógyártók haszontalan technológiákba fektetik erőforrásaikat?;Nagyvilág;Tech;;Tech;
479;https://www.alapjarat.hu/verseny/hamarosan-jon-a-forza-motorsport-7-friss-trailer/;Hamarosan jön a Forza Motorsport 7! FRISS TRAILER!;Verseny;Rajtrács;;Sporthírek;
480;https://www.alapjarat.hu/hasznos-infok/elromlott-az-autod-szereld-magad/;Elromlott az autód? Szereld magad!;Hasznos infók;Hasznos infók;;Hasznos infók;
481;https://www.alapjarat.hu/verseny/a-vilag-legdragabb-autoja/;A világ legdrágább autója: Ferrari 250 GTO;Verseny;El Mondó;;Top;
482;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/greenpeace-tuntetes-a-volkwagen-ellen-autoszallito-hajo-kotott-ki-sheerness-ben/;Greenpeace tüntetés a Volkswagen ellen: autószállító hajó kötött ki Sheerness-ben!;Bulvár;Aktuális;;Aktuális;
483;https://www.alapjarat.hu/hasznos-infok/4-tanacs-ha-legkozelebb-te-is-mennel-a-frankfurti-autoszalonra/;4 tanács, ha legközelebb te is mennél a Frankfurti Autószalonra;Hasznos infók;Aktuális;;Aktuális;
484;https://www.alapjarat.hu/kozossegi/nyerj-egy-igazi-elmenyt-a-drivingcamp-szuletesnapjan/;Nyerj egy igazi élményt a drivingcamp születésnapján!;Közösségi;Aktuális;;Aktuális;
485;https://www.alapjarat.hu/verseny/holgy-a-kormany-mogott-kapitany-dorottya-interju/;Hölgy a kormány mögött: Kapitány Dorottya - Interjú;Verseny;Aktuális;;Aktuális;
486;https://www.alapjarat.hu/tech/egy-regi-alom-valora-valik-repulo-autok/;Egy régi álom valóra válik – repülő autók;Tech;Tech;;Tech;
487;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-nok-is-vezethetnek-majd-szaud-arabiaban/;A nők is vezethetnek majd Szaúd-Arábiában;Nagyvilág;Aktuális;;Aktuális;
488;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/egy-legenda-nyomaban-ford-mustang-k-code/;Egy legenda nyomában – Ford Mustang K-Code;Nagyvilág;El Mondó;;Sztori;
489;https://www.alapjarat.hu/tech/az-uj-ford-fiesta-mennyire-korszakalkoto/;Az új Ford Fiesta mennyire korszakalkotó?;Tech;Aktuális;;Aktuális;
490;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ujabb-porsche-rekord-a-nurburgringen/;Újabb Porsche rekord a Nürburgringen!;Verseny;Aktuális;;Aktuális;
491;https://www.alapjarat.hu/verseny/klasszikusok-a-hungaroringen-09-29-10-01/;Klasszikusok a Hungaroringen! 09.29. – 10.01.;Verseny;Rajtrács;;Sporthírek;
